team,games,wins,win_pct,covers,cover_pct,win_rating,spread_rating,value_score
LSU Tigers,14,12,0.8571428571428571,8,0.5714285714285714,0.620757512095819,0.32413853707929696,-0.296618975016522
Nebraska Cornhuskers,15,15,1.0,8,0.5333333333333333,0.7537651112462891,0.32232432224746016,-0.43144078899882893
Tenn-Martin Skyhawks,11,8,0.7272727272727273,6,0.5454545454545454,0.25727920205086746,0.3158838808529128,0.05860467880204534
Kennesaw St Owls,8,4,0.5,5,0.625,0.18923339258643593,0.31197598671211324,0.12274259412567731
New Mexico Lobos,13,10,0.7692307692307693,7,0.5384615384615384,0.5442010371715623,0.3105142921406189,-0.23368674503094344
Idaho Vandals,10,6,0.6,5,0.5,0.22720389581299508,0.3096955847738761,0.08249168896088102
Fresno St Bulldogs,13,5,0.38461538461538464,8,0.6153846153846154,0.20121483771862467,0.30951439414095105,0.10829955642232639
Long Beach St 49ers,13,3,0.23076923076923078,8,0.6153846153846154,0.06846225972033183,0.30474604685057405,0.23628378713024223
Miami Hurricanes,14,12,0.8571428571428571,8,0.5714285714285714,0.5586500225859155,0.30296350751942996,-0.2556865150664855
Charleston Southern Buccaneers,14,8,0.5714285714285714,8,0.5714285714285714,0.1729070069552341,0.3027230928648273,0.1298160859095932
Florida Atlantic Owls,13,7,0.5384615384615384,9,0.6923076923076923,0.3444957816938961,0.3025478469759357,-0.04194793471796043
South Carolina Upstate Spartans,14,5,0.35714285714285715,8,0.5714285714285714,0.09883488303947194,0.3001053042312794,0.20127042119180746
San José St Spartans,12,3,0.25,6,0.5,0.11518528340852092,0.3000634393466066,0.1848781559380857
Virginia Tech Hokies,13,12,0.9230769230769231,9,0.6923076923076923,0.6203729855815104,0.29535556491744713,-0.3250174206640633
Colorado St Rams,12,8,0.6666666666666666,8,0.6666666666666666,0.41011355534303867,0.29402752060990733,-0.11608603473313134
DePaul Blue Demons,15,9,0.6,9,0.6,0.2849212026892229,0.29189233039559215,0.006971127706369262
Fordham Rams,11,6,0.5454545454545454,7,0.6363636363636364,0.2912272071554961,0.2902838619965341,-0.0009433451589619946
Nevada Wolf Pack,13,10,0.7692307692307693,6,0.46153846153846156,0.4886171059592182,0.2866787393586122,-0.201938366600606
